很好的卖家，希望下次合作,2022-12-24 21:57:31
回复快，描述真实,2022-11-06 18:34:01
卖家值得信赖,2022-11-06 10:17:24
包装好，回复快，描述真实,2022-06-03 16:34:33
东西不错 留下了 OK,2022-05-16 17:17:05
很认真负责的卖家,2022-04-17 10:03:37
包装好，发货快，描述真实,2022-04-11 11:38:25
好评！！！！！,2022-04-07 11:46:29
老顾客又又又来淘料了，一如既往的好哇！,2022-03-13 09:44:44
包装好，发货快，描述真实,2022-02-04 15:13:01
老顾客了，一如既往的好，有需要还来淘,2021-12-05 12:42:37
包装好，发货快，描述真实,2021-11-25 10:58:59
物有所值，非常满意！,2021-11-14 21:02:00
很漂亮的小籽，配手串很出彩！,2021-11-11 22:58:27
沟通愉快，发货快，描述真实,2021-11-10 21:25:58
物有所值！！,2021-11-04 11:58:51
沟通愉快，发货快，描述真实,2021-11-01 08:37:20
包装好，沟通愉快，发货快,2021-10-24 19:35:20
沟通愉快，描述真实,2021-10-24 19:35:09
沟通愉快，发货快，描述真实,2021-10-14 12:35:39
沟通愉快，描述真实,2021-10-14 12:35:09
一如既往的好,2021-10-06 17:24:15
诚信卖家，物有所值,2021-09-26 23:25:46
发货快，描述真实,2021-09-06 19:11:44
包装好，发货快，描述真实,2021-07-14 09:53:46
一如既往的好,2021-07-14 09:53:08
好宝贝，好卖家,2021-07-09 15:47:56
老顾客了，一如既往的好,2021-05-28 10:41:12
一如既往的好π_π,2021-05-13 16:46:16
回复快，下单爽快，收货快,2021-05-13 12:38:34
回复快，发货快，描述真实,2021-05-10 08:57:32
黄白种无结构老玩家最爱,2021-05-05 18:45:35
老哥牌值得信赖,2021-05-05 18:44:58
一口气好料子,2021-05-02 12:06:58
如实描述，非常担心是修形籽儿，然而说没有就是没有，卖家诚信耐心，赞👍,2021-04-14 15:26:01
白度细度不错，性价比也好,2021-03-27 18:06:37
合作愉快！,2021-02-13 19:26:04
白度确实了得，有合适的随时淘,2021-01-16 09:18:33
还可以，和介绍的一样。全网性价比高。,2021-01-07 23:33:06
东西不错 谢谢,2020-12-16 14:46:16
很不错的小籽，就是泛点青，整体很不错！,2020-05-24 14:50:12
东西很好，好评！很好的卖家，已经成为籽玉小筑的粉丝,2020-04-13 11:05:41
东西不错，店家介绍清晰,2020-03-11 16:26:38
非常喜欢的料子，老板人也好。性价比也高。,2020-03-10 17:44:17
好东西，回购～,2026-04-08 19:52:45
很好,2026-04-01 16:36:36
很好,2026-04-01 16:36:05
第一眼就是这颗白珠子,2026-03-30 17:19:29
小精品,2026-03-15 21:02:37
没毛病，挺好的,2026-03-15 16:50:25
非常好，和串串很配！ 是想要的效果！ 店家好沟通，棒！,2026-03-13 18:06:37
非常不错，油油的,2026-03-12 19:16:39
玉牌收到了，老板非常细心，还送了个钥匙扣，玉牌带皮，喜欢,2026-03-02 13:12:12
老板很好宝贝很棒！,2026-02-03 10:25:07
好宝贝！,2026-02-03 10:24:20
好宝贝！,2026-02-03 10:23:37
很好，所见即所得,2026-01-31 20:13:04
很好的卖家，珠子也很好，有碰见合适尺寸会再来,2026-01-27 09:17:45
很好的卖家，有合适的会再来,2026-01-27 09:15:32
很好的卖家，讲解的很细致，东西对版,2026-01-27 08:29:06
卖家沟通清晰明确，回应及时有条理，能主动提供商品实拍图供参考！东西很好，会再来光顾,2026-01-13 17:06:17
很好，性价比超级高，距离我夏天的串不远了，哈哈哈哈18+16的大珠串！！！！我来啦！,2026-01-08 20:11:27
老板很好！好沟通，且很实在很耐心！完美的一次交易！预祝老板新年快乐！财源滚滚！,2025-12-31 12:58:52
确实是籽料，油润细腻，白度很好,2025-12-26 22:21:58
交易愉快,2025-12-22 11:52:34
交易愉快,2025-12-22 11:52:06
这整串美哭我了，前后买了3波，然后老板每次都给我发空运顺丰，我穿好了立刻来评价了，太感动了，谢老板，我圆了个青花梦。卡14啊，我好感动。,2025-12-20 16:01:26
非常满意，就冲着没有任何纹裂这一点来说这性价比已经很高了，再加上每一颗珠子都是自己挑的，再加上老板每次都很认真的包装，做证书！就冲着这个性价比还会再来的！,2025-12-18 18:19:16
非常满意，就冲着没有任何纹裂这一点来说这性价比已经很高了，再加上每一颗珠子都是自己挑的，再加上老板每次都很认真的包装，做证书！就冲着这个性价比还会再来的！,2025-12-18 18:18:45
非常满意，就冲着没有任何纹裂这一点来说这性价比已经很高了，再加上每一颗珠子都是自己挑的，再加上老板每次都很认真的包装，做证书！就冲着这个性价比还会再来的！,2025-12-18 18:17:52
非常满意，就冲着没有任何纹裂这一点来说这性价比已经很高了，再加上每一颗珠子都是自己挑的，再加上老板每次都很认真的包装，做证书！就冲着这个性价比还会再来的！,2025-12-18 18:17:22
这真的是我在咸鱼上第二喜欢的卖家，料子上手就知道是籽料，而且跟描述没有任何一点差别，料子油润又有意境，还差10颗左右，还会接着买！,2025-12-16 18:30:51
交易愉快,2025-12-14 19:52:59
挺好,2025-11-30 20:19:00
现场看过珠子，墨聚肉白，墨上有一点点白皮沁，白肉正常子料结构，现在青花好料子拿来打珠子的少，这个性价比很高了。,2025-11-27 23:02:22
回购啦，很有质感,2025-11-17 21:18:30
特别的棒,2025-11-17 11:50:55
带证的，所见即所得～,2025-11-16 13:46:30
描述一致,2025-11-14 17:19:35
非常润 等改完款返图,2025-11-13 22:37:09
物有所值,2025-11-12 22:34:04
东西不错，物美价廉,2025-11-11 14:02:36
诚信,2025-11-06 21:36:21
很好的卖家,2025-11-02 15:27:51
非常好,2025-10-31 11:29:18
好看，非常飘逸的墨花,2025-10-30 22:00:23
愉快的购物体验,2025-10-28 12:05:51
666666,2025-10-26 17:22:11
好,2025-10-25 14:50:56
很好用，没事拿来面部刮一刮,2025-10-24 21:41:49
一如既往的好,2025-10-06 11:38:56
好,2025-10-04 23:43:03
老板人很好,2025-09-29 19:41:05
挺好,2025-09-29 07:47:13
非常感谢卖家的惠让，买到了满意的宝贝。有机会会再光顾的。祝店家生意兴隆！,2025-09-26 19:58:03
非常漂亮,2025-09-25 06:34:08
不错！！！！,2025-09-20 22:49:50
卖家对每颗珠子的特点解释清楚，沟通耐心不敷衍，能回应具体问题,2025-09-16 22:29:05
东西很好！有证书 老板大气,2025-09-15 22:24:32
合作愉快，谢谢老板。,2025-09-04 16:41:02
商品不错，卖家也回复及时,2025-09-01 11:12:19
商品不错，卖家也回复及时,2025-09-01 11:11:51
商品不错，卖家也回复及时,2025-09-01 11:11:22
商品很好,2025-09-01 11:10:53
沟通流畅，描述真实，感谢割爱,2025-08-23 15:48:20
超级润 嘎嘎有意境,2025-08-18 20:26:02
除了略微水线，别的没毛病，水线代表这个玉质其实很紧实，小精品一个,2025-08-05 10:32:28
非常之好,2025-08-04 16:16:44
品质没得说，就是小了一丢丢😂,2025-08-03 22:57:48
非常之好,2025-08-01 11:33:16
物有所值 满意,2025-07-28 19:47:21
宝贝很好，天然山水画。,2025-07-24 20:48:35
很好,2025-07-21 00:21:11
好好好,2025-07-16 23:51:16
小精品,2025-06-25 23:22:58
货对版，态度好。,2025-06-17 18:34:07
很有特色的珠子，卖家很好,2025-06-06 09:58:39
满意满意，性价比高，不错,2025-06-03 20:45:40
好,2025-06-01 12:23:11
很好,2025-05-31 10:37:20
卖家拍的视频真实，收到货描述相符，小玩意儿玩个开心可以包容,2025-05-30 17:13:54
宝贝描述真实,2025-05-30 17:10:35
一直在老板这买珠子，人爽快，货真价实,2025-05-30 08:33:09
一直在老板这买珠子，人爽快，货真价实,2025-05-30 08:32:37
货真价实,2025-05-26 10:27:40
珠子不错。,2025-05-21 14:39:27
不错。这颗颜色跟我的串还是很像的。,2025-05-16 18:07:00
所见即所得，诚信卖家。,2025-05-05 11:25:32
nice～,2025-05-03 19:42:19
非常好,2025-05-02 20:13:11
很美，实物更好看,2025-04-27 18:50:34
还不错,2025-04-27 18:01:17
不错，支持一下,2025-04-19 09:22:37
性价比超级高，好评！,2025-04-11 20:12:26
料子细腻，油润，很满意！,2025-04-09 14:16:10
老板人实在,2025-04-07 23:43:55
靠谱,2025-04-06 12:36:47
愉快的交易,2025-04-02 11:02:04
这个青花珠子完全超出预期，太棒了,2025-04-02 10:42:39
不错不错,2025-03-30 20:28:31
又收一颗非常满意的珠子，谢谢,2025-03-25 21:58:57
宝贝很好！,2025-03-23 11:25:47
很好,2025-03-20 12:02:47
好看，很不错,2025-03-15 14:23:09
东西满意,2025-03-08 19:56:53
合作愉快，谢谢老板。,2025-03-05 20:20:26
合作愉快，谢谢老板。,2025-03-05 20:20:12
宝贝很好！,2025-03-03 12:22:48
不错不错。满意,2025-03-01 17:36:41
小牌子也非常漂亮 ,2025-02-28 23:18:07
牌子收到了  东西很好  下次还来你们家买,2025-02-28 23:15:57
合作愉快,2025-02-26 12:16:36
合作愉快,2025-02-26 12:15:58
合作愉快,2025-02-26 12:15:38
合作愉快,2025-02-25 18:51:12
不错！,2025-02-23 01:46:34
老板人实在，合作愉快,2025-02-13 17:36:08
老板人实在，货真价实,2025-02-07 09:01:02
老板实在，货性价比高,2025-02-07 09:00:07
老板实在，货真价实,2025-02-07 08:58:53
很好,2025-02-04 11:51:39
值得信赖,2025-01-29 09:17:33
很好的料子和老板描述一致，黑白分明，过年前还顺丰空运给我发货了，新年正好戴一套，谢谢老板！以后还来买珠子！,2025-01-27 10:02:17
好,2025-01-24 12:57:30
好卖家,2025-01-22 15:15:29
好卖家,2025-01-22 15:14:50
好卖家，很喜欢,2025-01-17 12:19:39
非常好,2025-01-15 09:42:33
非常好,2025-01-13 10:11:53
为人爽快，物美价廉，值得信赖。,2025-01-08 23:18:00
小精品,2025-01-08 22:54:48
玉质细腻油润,2025-01-05 17:05:53
有赠品  描述如实 ,2024-12-31 08:09:00
非常好,2024-12-29 17:34:51
珠子聚墨很好，白肉部分细度白度都不错，很好的一颗卡12青花，祝老板生意兴隆👍,2024-12-29 00:27:23
第二次在老板家买珠子了，没让我失望，白肉部分的白不突兀，墨色很聚，很有意境的珠子，祝老板生意兴隆👍,2024-12-29 00:14:22
东西品质在线！老板也爽快！发货速度快！持续好评！,2024-12-19 18:24:42
原来卡12的手串16颗偏紧，而且有一颗珠子打磨的时候有点伤，在老板家配了一颗珠子，老板贴心的出了证书，珠子和我原来的手串的色调也很搭，也没什么银沙，很满意,2024-11-21 20:40:40
东西不错,2024-11-21 14:41:49
老板非常有耐心，讲解细致入微，珠子油脂细腻，青花散布非常好看，感谢老板与我结缘这颗青花圆珠，祝您生意兴隆,2024-11-07 13:38:16
非常给力,2024-10-21 14:48:32
非常给力,2024-10-21 14:48:08
总体还不错,2024-10-01 21:12:23
货真价实。,2024-09-27 18:15:24
东西非常好，反复确认，卖家也很细心,2024-08-07 20:33:01
货真价实。,2024-08-05 18:10:16
好,2024-07-31 15:52:47
该用户没有填写有效评价信息,2024-07-27 19:16:51
很客气的卖家,2024-07-16 15:06:05
非常满意,2024-07-09 14:34:28
玉珠很美！卖家爽快大气，有水准！,2024-07-08 18:00:29
该用户没有填写有效评价信息,2024-07-03 19:41:49
非常好,2024-06-23 11:23:51
珠子收到，包装严实，还送盒子，老板生意兴隆,2024-06-20 21:55:19
不错  配串正好,2024-06-17 12:00:43
性价比高，老板也很细心,2024-06-12 18:02:27
老板人好 东西不错 又换了更喜欢的,2024-06-10 12:01:02
负责任的卖家,2024-06-06 18:54:14
靠谱诚信老板，东西真，品质好，交易有保证,2024-06-01 12:36:23
小珠子很棒，和老板描述的一样，很喜欢！👍,2024-05-31 22:46:44
很温润的感觉，好大两颗珠子，原本打算编手串的，现在看来做项链也是可以的,2024-05-31 15:46:07
没有拍出它的美，虽说有点小瑕疵，当下单前卖家都一一画出，这些小瑕疵是社交距离不可见哦，瑕不掩瑜，这个色太美了。诚信卖家👍🏻,2024-05-31 15:42:58
收到了，不错的珠子,2024-05-26 08:47:16
挺好看的,2024-05-23 17:20:37
爽快人👍,2024-05-22 12:52:11
东西不错,2024-05-19 18:23:15
非常好,2024-05-18 08:56:15
很棒。老板大气格局大。,2024-05-17 17:28:58
很好,2024-05-12 17:49:25
非常好！,2024-05-11 10:36:51
非常好！,2024-05-09 11:23:32
非常好！,2024-05-07 10:00:47
非常好,2024-04-30 07:54:18
买到的宝贝很好，跟描述的一样，老板实在人，值得信任，祝生意兴隆,2024-04-29 16:54:10
非常好,2024-04-28 10:34:41
非常好,2024-04-28 10:34:28
非常好,2024-04-28 10:34:14
很好的卖家，下次还会继续选择,2024-04-24 19:25:40
自己编了一下，做手机链，配棉线挺好的，亲的解答很好，常来！,2024-04-22 08:59:21
合作愉快，谢谢老板！,2024-04-14 10:37:15
合作愉快，谢谢老板！,2024-04-14 10:37:05
合作愉快，谢谢老板！,2024-04-14 10:36:57
非常润,2024-04-06 23:17:27
品质过关,2024-03-28 23:09:25
小了点，但精致,2024-03-28 19:24:57
颜色最浓的那颗，嘿嘿,2024-03-10 16:31:44
很满意！,2024-03-01 12:09:04
很好的卖家，老客户了，下次还会再来选珠子,2024-02-26 19:28:00
好,2024-02-26 11:01:52
老板人好，价格实惠！,2024-02-25 20:28:30
东西没毛病老板人好，实在与描述相符,2024-02-23 12:34:12
珠子还行,2024-02-22 16:06:24
好,2024-01-23 21:21:37
老板人特别特别值得信赖,2024-01-23 15:53:01
在老板家买了一年多的珠子了，物美价廉，很实在。,2024-01-21 14:23:05
老板人很好，沟通愉快,2024-01-20 08:00:35
老板人品棒棒的，料子性价比高，还会继续购买,2024-01-13 19:07:47
挺好的，摸起来油润，细度也不错。虽然有点棉，但是不碍事。性价比可以。,2024-01-08 09:23:31
自己diy,2024-01-06 10:47:12
东西可以,2024-01-02 15:11:10
品质很好！性价比高,2023-12-27 08:06:27
和描述一致,2023-12-20 21:06:34
很漂亮的珠子，需要注意的地方老板都会讲清楚,2023-12-20 19:37:39
店家很耐心一个一个拍视频 描述真实 很喜欢 谢谢啦！,2023-12-17 14:30:51
特别靠谱的卖家！,2023-12-12 18:34:07
很好！有个标本在手,2023-12-10 19:33:20
青花籽料圆盘意境很美，玉质细腻，很喜欢,2023-11-29 21:59:18
珠子挺好的 也爽快,2023-11-29 12:03:06
物美价廉，值得购买,2023-11-27 11:24:55
合作愉快,2023-11-19 19:28:41
合作愉快,2023-11-19 19:28:30
很好的卖家，沟通愉快,2023-11-06 10:55:46
耿直老板为人爽快今年必挣大钱,2023-11-01 10:58:09
卖家服务周到，诚实守信。,2023-10-24 20:42:10
搭我的项链很好看，东西棒棒哒！,2023-10-23 09:58:05
珠子很好，玉质细腻，没有色差,2023-10-20 08:37:36
超级好哦,2023-09-03 13:02:55
很棒的玉友，人如玉品,2023-08-21 19:06:05
不错，挺好的。,2023-08-21 11:39:30
绿得好看,2023-07-29 13:18:29
宝藏店铺,2023-07-24 10:27:45
美珠,2023-07-24 10:26:53
诚信卖家,2023-07-23 10:36:22
大美,2023-07-20 15:57:09
喜欢,2023-07-20 15:56:25
很优秀的卖家，东西不错,2023-07-20 08:06:24
很靠谱的卖家，多次合作,2023-07-17 12:16:32
OK，合作愉快,2023-07-16 20:40:39
OK，合作愉快,2023-07-16 20:40:26
OK，合作愉快,2023-07-16 20:40:15
OK，合作愉快,2023-07-16 20:40:05
卖家很靠谱，东西是新疆料的，品质不错，价格也合适，卖家也是那种诚实守信的人。多次买了,2023-07-14 10:57:53
老板人很好，合作愉快。,2023-07-10 18:10:37
交易愉快,2023-07-04 20:15:20
东西很好，老板实在,2023-06-29 21:41:09
OK,2023-06-20 08:12:00
好,2023-06-13 15:03:22
爽快的卖家,2023-06-02 12:22:03
可以,2023-05-29 09:18:08
不错,2023-05-29 09:17:55
描述得很真实，实物完全和卖家提供的图片跟视频一样！！价格也很合理😊 开心,2023-05-19 20:47:16
别的不说，整个购买过程感受很好，掌柜专业且干脆。再说东西，虽然小但够精致，小小的挂件不但有证书，还有卖家赠送的配绳和备用绳，还想再买个青花手串，会关注卖家上新,2023-05-08 19:31:11
东西不错老板人也好,2023-05-01 11:10:29
老板很实诚的，有什么问题都会提前说，一个小珠子居然还有证书，不错～！！！,2023-04-15 22:38:54
收到了，不错哦,2023-03-22 13:03:30
老板很靠谱,2023-03-16 13:25:09
原皮不错！,2023-03-02 15:13:34
ta没有填写文字评价,2023-02-16 19:06:11
很好,2023-02-02 09:29:30
太漂亮了,2022-12-31 12:34:31
珠子很棒，物超所值,2022-12-18 07:23:17
包装好，沟通愉快，描述真实,2022-12-17 16:02:50
包装好，回复快，描述真实,2022-12-14 14:06:08
ta没有填写文字评价,2022-12-12 15:12:02
物超所值,2022-12-08 19:56:32
带证书，货真价实，服务周到，还送了小礼物。老板人不错！必须好评。,2022-12-06 11:03:21
ta没有填写文字评价,2022-10-07 19:54:59
是我想要的，实物与自然光的图片无色差！符合我的预期！好评,2022-10-06 20:12:44
ta没有填写文字评价,2022-10-04 21:10:32
包装好，沟通愉快，描述真实,2022-10-04 18:04:58
非常好的卖家！珠子超赞👍🏻👍🏻👍🏻,2022-10-03 20:25:38
老板辛辛苦苦给我走路送到家，太感动了。东西非常不错，所见即所得，自己戴送人都非常好。而且我挑的小料子，老板精心搭配还给我编好，真是暖。物超所值，非常开心！开心的一天～,2022-10-02 15:48:08
ta没有填写文字评价,2022-07-30 13:04:06
满意的，老板人很好!,2022-07-27 23:24:13
很好哦,2022-07-23 20:32:51
美绝了呀，好喜欢好喜欢,2022-07-20 20:04:30
ta没有填写文字评价,2022-07-20 13:04:40
包装好，发货快,2022-07-16 15:27:43
回复快，发货快，描述真实,2022-07-15 18:04:57
交易顺畅，发货快，是正品,2022-07-15 16:11:42
交易顺畅，描述真实,2022-07-09 09:20:58
漂亮，第一次买老光的很特别。店家搭配得很美？,2022-07-08 10:19:29
珠子太漂亮啦，越看越喜欢。而且这个店家非常值得信赖,2022-07-06 12:51:27
ta没有填写文字评价,2022-07-05 13:00:00
ta没有填写文字评价,2022-07-05 12:59:36
ta没有填写文字评价,2022-07-05 12:59:16
ta没有填写文字评价,2022-07-03 12:45:55
ta没有填写文字评价,2022-07-03 12:45:45
油润，好，非常喜欢,2022-07-02 13:26:39
虽然有小瑕疵，能包容，商家描述很仔细,2022-07-01 19:55:40
满意～,2022-07-01 19:54:29
ta没有填写文字评价,2022-06-28 12:20:43
东西很好看，老板很爽快。,2022-06-22 17:47:00
包装好，沟通愉快，描述真实,2022-06-10 09:05:32
回复快，发货快，描述真实,2022-06-04 12:18:33
完美的糖珠，好评！店家人很好。,2022-06-03 18:05:12
黑籽的油性真好，真东西，店家人好爽快，好评！,2022-06-03 18:04:31
ta没有填写文字评价,2022-06-01 18:28:28
很满意。,2022-05-22 06:24:35
ta没有填写文字评价,2022-05-21 19:07:28
ta没有填写文字评价,2022-05-16 10:10:35
回复快，发货快，描述真实,2022-05-12 13:02:19
好喜欢哈哈哈,2022-05-09 20:50:41
挺好,2022-05-09 11:24:49
很美的珠子,2022-05-07 18:24:59
回复快，沟通愉快，发货快,2022-05-06 18:31:23
第二次购买了。品质有保证,2022-05-06 18:31:08
沟通愉快，发货快，描述真实,2022-05-04 18:39:44
回复快，发货快，描述真实,2022-04-29 18:17:20
ta没有填写文字评价,2022-04-26 14:41:19
